aptSeq,name,sigungu,dong,identityQuality,coordQuality,eligibility,confidence_coverage,transport,living,education,complex,total_WA,total_WB,total_WC,total_WD
26230-1733,"쌍용스윗닷홈스카이",부산진구,부암동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,47.8,55.5,64.6,69.5,59.3,58.5,60.3,58.6
26230-2308,"KH마이우스",부산진구,전포동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,71.6,,,,
26230-245,"서면노르웨이아침",부산진구,전포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,59.2,70.2,53.0,64.6,61.8,62.1,62.1,61.8
26230-2368,"홍림로얄뷰",부산진구,당감동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,78.9,64.2,41.3,57.6,60.5,62.4,61.0,61.4
26230-230,"부암동리젠트힐",부산진구,부암동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,35.8,56.6,71.6,44.2,52.1,50.3,50.1,51.7
26230-2305,"다온미즈",부산진구,개금동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,53.6,68.8,63.0,59.6,61.2,60.8,60.6,61.1
26230-1751,"연지자이",부산진구,연지동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,20.4,60.9,53.9,68.2,50.8,49.2,51.9,49.5
26350-2,"경동",해운대구,우동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,36.4,,,,
26230-246,"대우디오빌1",부산진구,범천동,IDENTITY_MEDIUM,COORD_HIGH,SCORE_AVAILABLE,1.00,84.6,70.5,59.1,51.4,66.4,67.7,65.0,67.5
26230-33,"일동대영",부산진구,연지동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,18.4,,,,
26230-14,"예일프라자",부산진구,전포동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,21.6,,,,
26230-1995,"가야삼한사랑채",부산진구,가야동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,65.1,52.2,56.0,55.7,57.2,57.7,57.4,57.5
26230-107,"마마",부산진구,가야동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,19.2,,,,
26530-1012,"사상센텀아파트",사상구,괘법동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,64.8,71.8,72.4,56.3,66.3,65.9,64.7,66.5
26530-1021,"대상로웰아파트",사상구,모라동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,86.1,62.3,62.7,62.5,68.4,69.6,68.4,69.1
26230-2565,"에스제이파베르",부산진구,범천동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,67.1,68.0,58.5,83.2,69.2,69.6,71.2,68.8
26230-1976,"범일역풍림아이원",부산진구,범천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,56.4,73.8,66.7,63.8,65.2,64.7,64.5,65.0
26230-42,"대진파레스필즈",부산진구,초읍동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,23.8,8.1,17.9,40.0,22.5,22.8,25.2,21.9
26230-2378,"타워팰리스",부산진구,양정동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,76.0,,,,
26230-75,"삼부본동",부산진구,부암동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,45.3,58.4,69.7,22.0,48.9,47.6,44.7,49.4
26230-2461,"대동레미안더오션",부산진구,부전동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,58.0,83.5,41.1,59.6,60.6,61.4,60.3,60.9
26230-1999,"동아블루시아",부산진구,초읍동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,24.0,58.2,73.7,45.6,50.4,47.9,48.3,49.6
26230-91,"백산",부산진구,당감동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,0.75,,59.6,65.7,41.1,55.5,54.7,52.6,56.0
26230-1998,"서면센트리움",부산진구,부암동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,54.5,68.4,47.3,47.8,54.5,54.9,53.5,54.9
26230-134,"신양맨션",부산진구,개금동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,27.6,,,,
26230-1669,"롯데갤러리움",부산진구,양정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,60.5,73.8,71.4,59.3,66.2,65.7,64.9,66.3
26230-170,"동연아미가",부산진구,전포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,75.7,77.1,68.2,45.5,66.6,67.0,63.9,67.6
26230-1872,"다솜빌",부산진구,부전동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,65.0,,,,
26230-81,"일성인포",부산진구,부암동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,46.3,55.5,74.9,57.9,58.7,57.2,57.9,58.1
26230-67,"송백그린",부산진구,양정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,71.3,77.4,72.6,34.5,63.9,63.9,59.9,65.1
26230-1634,"신화골든뷰",부산진구,전포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,57.4,74.1,62.8,45.4,59.9,59.7,57.6,60.4
26230-178,"동조리젠시",부산진구,범천동,IDENTITY_MEDIUM,COORD_HIGH,SCORE_AVAILABLE,1.00,48.5,46.4,71.9,49.6,54.1,52.9,53.1,53.8
26230-2328,"한진스카이뷰",부산진구,양정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,69.0,69.4,65.0,59.8,65.8,66.0,65.0,66.1
26230-2316,"골든엠파이어",부산진구,당감동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,82.8,72.3,40.6,49.4,61.3,63.4,60.6,62.6
26230-242,"대원플러스빌",부산진구,양정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,86.5,69.8,70.9,45.0,68.0,68.8,65.5,69.3
26230-2527,"세원秀아파트",부산진구,초읍동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,0.75,,49.8,66.5,80.8,65.7,65.6,68.7,64.8
26230-101,"금호그랜드타운",부산진구,당감동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,46.0,,,,
26230-39,"덕인디오네빌",부산진구,연지동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,41.1,51.3,57.5,40.9,47.7,46.9,46.3,47.6
26230-30,"삼익아파트",부산진구,연지동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,28.7,56.3,56.5,31.1,43.1,41.7,40.6,43.1
26350-133,"해운대 센트럴파크",해운대구,좌동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,46.4,70.2,63.3,55.8,58.9,58.1,57.8,58.7
26230-1641,"삼익(10,11동)",부산진구,당감동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,41.0,62.9,69.2,30.0,50.8,49.3,47.1,51.0
26230-2560,"서면루미랑스",부산진구,부암동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,56.7,81.4,35.8,83.2,64.3,65.3,66.8,64.0
26530-1046,"천아하늘정원",사상구,괘법동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,59.1,76.3,73.0,60.8,67.3,66.6,65.9,67.3
26230-2593,"가야누리애더센트리즈",부산진구,범천동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,66.9,67.1,76.3,85.6,74.0,73.5,75.4,73.3
26230-2624,"서면지원더뷰파크",부산진구,부암동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,45.4,57.5,65.2,74.6,60.7,59.7,62.0,59.7
26230-2387,"성원더프라임아파트",부산진구,부전동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,64.4,83.7,56.1,58.5,65.7,66.1,64.5,66.1
26230-264,"삼성비치타운",부산진구,부전동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,78.9,82.7,63.4,45.8,67.7,68.5,65.0,68.9
26230-217,"탑패밀리",부산진구,범천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,86.5,74.6,64.2,50.2,68.9,70.0,66.9,70.0
26230-2853,"서면동원시티비스타",부산진구,부전동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,88.7,80.1,62.4,75.1,76.6,77.9,77.0,77.2
26230-2567,"전포유림노르웨이숲",부산진구,전포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,66.0,65.9,72.6,68.1,68.2,67.8,68.0,68.0
26230-63,"양정삼성타워",부산진구,양정동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,44.2,,,,
26230-1592,"개금우드빌(1-9)",부산진구,개금동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,27.8,30.1,67.4,50.2,43.9,41.9,44.0,42.8
26230-78,"성암",부산진구,부암동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,43.5,59.5,70.9,19.8,48.4,47.1,43.9,49.0
26230-226,"화지빌라트",부산진구,초읍동,IDENTITY_MEDIUM,COORD_HIGH,SCORE_AVAILABLE,1.00,23.5,39.3,37.1,47.8,36.9,36.2,37.9,36.2
26230-92,"삼성",부산진구,당감동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,28.6,59.4,74.3,34.5,49.2,46.9,46.0,48.9
26230-2583,"대능더에스티지",부산진구,양정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,65.5,68.6,75.5,65.0,68.6,68.1,67.9,68.6
26230-2447,"목연정M팰리스",부산진구,전포동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,78.4,,,,
26230-1672,"유림노르웨이숲",부산진구,연지동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,21.4,49.3,43.7,55.2,42.4,41.3,43.3,41.4
26230-1974,"서면엘리시움",부산진구,전포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,68.3,77.0,71.0,49.1,66.4,66.2,63.9,67.0
26230-2171,"폴더윈하이츠",부산진구,범천동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,69.4,,,,
26230-122,"한일하나로",부산진구,가야동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,42.5,60.3,75.6,35.7,53.5,51.9,50.3,53.6
26230-70,"럭키무지개타운",부산진구,부암동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,24.8,,,,
26230-1610,"그린파크",부산진구,초읍동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,53.2,,,,
26230-2430,"토운모닝톤",부산진구,범천동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,76.0,,,,
26230-2269,"지오베스트빌",부산진구,양정동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,71.6,,,,
26230-2011,"세영",부산진구,부전동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,67.2,,,,
26230-9,"대산",부산진구,전포동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,17.6,,,,
26230-2204,"파인트리",부산진구,당감동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,69.4,,,,
26230-379,"삼경",부산진구,개금동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,49.6,,,,
26350-2216,"센텀협성르네상스타운",해운대구,재송동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,65.2,60.2,65.9,70.6,65.5,65.5,66.2,65.3
26230-1690,"한일유앤아이(890-1)",부산진구,전포동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,76.6,66.5,69.5,55.0,66.9,67.3,65.6,67.5
26230-207,"서면베스트빌",부산진구,전포동,IDENTITY_MEDIUM,COORD_HIGH,SCORE_AVAILABLE,1.00,71.5,76.5,42.1,49.6,60.0,61.4,59.0,61.0
26230-22,"화신거화",부산진구,전포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,44.1,41.4,27.6,38.8,37.9,38.8,38.4,38.2
26230-2250,"수정캐슬",부산진구,양정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,67.3,75.8,71.3,49.5,66.0,65.8,63.6,66.6
26200-20,"샛별나동",영도구,신선동2가,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,20.4,,,,
26230-167,"새롬하이빌2차",부산진구,범천동,IDENTITY_MEDIUM,COORD_HIGH,SCORE_AVAILABLE,1.00,55.7,61.6,45.1,49.6,53.0,53.5,52.6,53.4
26230-2385,"서면팰리스",부산진구,전포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,63.9,67.0,50.2,53.6,58.7,59.4,58.2,59.2
26230-2270,"유성해네스타워",부산진구,전포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,82.1,62.9,78.9,60.7,71.2,71.3,70.1,71.6
26230-2549,"개금동아이리스5차애비뉴",부산진구,개금동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,72.8,71.6,56.9,59.1,65.1,65.9,64.6,65.6
26230-389,"대훈아트빌",부산진구,개금동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,36.7,37.3,77.1,35.5,46.6,44.6,44.5,46.3
26230-2440,"더샵골드5",부산진구,양정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,63.6,75.6,64.4,53.1,64.2,64.1,62.5,64.6
26230-1591,"시영(12~17동)",부산진구,개금동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,47.9,59.8,78.3,34.6,55.1,53.6,51.7,55.3
26230-2546,"우일아내트",부산진구,범천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,61.6,71.4,67.7,62.1,65.7,65.4,65.0,65.7
26230-154,"세인한아름",부산진구,범천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,41.8,38.8,58.0,35.9,43.6,42.8,42.4,43.6
26230-28,"봉황",부산진구,연지동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,25.2,61.4,77.9,29.9,48.6,46.0,44.6,48.3
26230-205,"동광하이빌(106)",부산진구,전포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,55.5,65.5,53.5,31.8,51.6,51.7,48.8,52.4
26230-375,"골든",부산진구,범천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,59.5,76.1,70.6,17.0,55.8,55.3,50.2,57.1
26230-2343,"평광우리가",부산진구,범천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,62.6,66.7,55.0,61.5,61.5,61.8,61.5,61.6
26230-126,"대동",부산진구,개금동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,5.9,41.6,67.4,51.7,41.7,38.6,41.4,40.0
26230-2111,"양정이즈팰리스",부산진구,양정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,74.8,77.4,73.8,54.2,70.1,70.1,67.9,70.7
26230-3,"전자종합상가",부산진구,부전동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,19.2,,,,
26230-15,"우영",부산진구,전포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,84.6,31.8,43.7,24.0,46.0,48.1,44.7,47.7
26230-213,"청아",부산진구,전포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,86.1,76.1,67.3,46.4,69.0,69.9,66.5,70.3
26230-208,"아세만화니트",부산진구,양정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,56.8,70.8,40.6,44.4,53.2,54.0,52.0,53.8
26230-152,"서면항도타워맨션",부산진구,범천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,57.6,60.7,71.1,44.2,58.4,57.7,56.2,58.7
26230-56,"한일하나로",부산진구,초읍동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,21.6,,,,
26230-369,"금오아트빌",부산진구,전포동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,47.8,,,,
26230-353,"유원타워",부산진구,부전동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,53.2,,,,
26230-2436,"범천동이즈팰리스",부산진구,범천동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,73.1,65.1,73.5,76.0,71.9,71.9,72.6,71.7
26230-88,"동원",부산진구,당감동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,0.75,,66.2,71.2,15.2,50.9,49.4,43.7,52.3
26230-2532,"허브팰리스",부산진구,범천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,57.3,72.8,67.9,59.5,64.4,63.9,63.3,64.4
26230-25,"한성시티빌",부산진구,전포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,72.5,75.3,58.4,41.3,61.9,62.6,59.3,63.0
26230-247,"해오름2차",부산진구,부전동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,72.5,72.6,71.3,41.0,64.3,64.4,61.2,65.3
26230-189,"태석해오름A",부산진구,부전동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,72.2,70.8,68.7,49.6,65.3,65.5,63.3,66.0
26230-2485,"수목하우스",부산진구,양정동,IDENTITY_UNRESOLVED,COORD_HIGH,SCORE_AVAILABLE,1.00,60.8,72.5,44.3,78.4,64.0,64.8,66.0,63.7
26230-82,"한림",부산진구,부암동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,15.9,58.7,33.0,24.9,33.1,32.3,31.0,33.1
26230-2393,"연지동삼정그린코아",부산진구,연지동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,76.0,,,,
26230-125,"고원",부산진구,개금동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,20.0,,,,
26230-2544,"더블루",부산진구,개금동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,54.6,68.2,66.5,65.2,63.7,63.1,63.4,63.4
26230-192,"보영미네르빌",부산진구,부전동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,67.0,79.4,73.4,47.9,66.9,66.6,64.1,67.6
26230-120,"진성",부산진구,가야동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,39.8,46.4,77.5,36.1,50.0,48.1,47.4,49.8
26230-182,"동아",부산진구,가야동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,66.5,59.8,36.3,39.9,50.6,52.1,49.8,51.7
26230-225,"블루스카이빌(3차)",부산진구,초읍동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,51.4,,,,
26230-233,"솔내음파미유",부산진구,부암동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,51.4,,,,
26230-2398,"린다비스타",부산진구,범천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,59.9,56.6,32.1,54.4,50.7,52.1,51.7,51.1
26230-2469,"스타파크",부산진구,범천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,70.3,68.8,60.5,57.2,64.2,64.7,63.4,64.7
26230-2370,"전포센티움",부산진구,전포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,84.4,62.6,81.3,48.4,69.2,69.3,66.8,70.1
26230-2519,"가야센트리움",부산진구,가야동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,80.8,,,,
26230-1980,"대성문퀸즈더블유",부산진구,양정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,58.4,73.8,73.5,52.8,64.6,63.9,62.5,64.8
26230-168,"동양크리스탈",부산진구,범천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,65.1,74.3,49.5,37.6,56.6,57.4,54.2,57.7
26230-105,"국민",부산진구,가야동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,76.0,62.9,69.7,29.4,59.5,59.8,55.8,60.8
26230-143,"태림",부산진구,개금동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,14.4,,,,
26230-123,"해운",부산진구,가야동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,17.6,,,,
26230-2355,"리첸타워",부산진구,초읍동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,26.7,44.2,45.8,49.1,41.4,40.5,41.9,40.8
26230-60,"산호맨션",부산진구,양정동,IDENTITY_MEDIUM,COORD_HIGH,SCORE_AVAILABLE,1.00,62.6,75.5,65.2,19.2,55.6,55.5,50.5,57.0
26230-201,"전원타워빌",부산진구,양정동,IDENTITY_MEDIUM,COORD_HIGH,SCORE_AVAILABLE,1.00,63.1,76.5,63.2,46.0,62.2,62.2,59.8,62.9
26230-2822,"래미안어반파크아파트",부산진구,연지동,IDENTITY_UNRESOLVED,COORD_HIGH,SCORE_AVAILABLE,0.75,,57.7,63.4,90.0,70.4,70.9,74.3,69.5
26350-123,"롯데3차",해운대구,좌동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,53.1,74.6,80.8,57.4,66.5,65.1,64.5,66.3
26230-238,"성원쌍떼뷰",부산진구,개금동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,51.4,,,,
26230-1643,"범전시영2동",부산진구,범전동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,20.9,,,,
26230-1796,"대원빌라2차",부산진구,부전동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,62.0,83.6,51.8,61.0,64.6,65.1,63.9,64.9
26230-129,"반도보라맨션",부산진구,개금동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,36.8,41.2,78.0,53.9,52.5,50.4,51.9,51.6
26230-2611,"(292-28)",부산진구,초읍동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,29.6,44.0,50.7,56.6,45.2,44.2,46.2,44.3
26230-2233,"몽뜨레",부산진구,전포동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,78.5,73.0,50.7,66.7,67.3,68.6,67.7,67.8
26230-260,"건오힐타워",부산진구,당감동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,90.4,68.9,47.4,44.6,62.8,65.0,61.5,64.4
26230-2517,"연지센트럴파크",부산진구,연지동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,38.5,41.6,45.3,54.4,45.0,44.6,46.0,44.4
26230-64,"초원",부산진구,양정동,IDENTITY_LOW,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,17.6,,,,
26230-386,"남경(177-210)",부산진구,개금동,IDENTITY_UNRESOLVED,COORD_HIGH,SCORE_AVAILABLE,1.00,77.0,73.3,63.0,47.8,65.3,66.0,63.2,66.2
26230-2621,"그린센트",부산진구,부암동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,44.5,59.9,65.5,69.8,59.9,58.8,60.6,59.1
26230-235,"동남주상복합",부산진구,당감동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,23.4,59.6,69.5,36.4,47.2,44.9,44.4,46.8
26230-190,"서면그린빌",부산진구,범천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,86.2,68.3,53.9,41.6,62.5,64.1,60.6,64.0
26230-2450,"태영아너스",부산진구,개금동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,66.9,71.1,65.0,57.3,65.1,65.2,64.0,65.4
26230-209,"덕포그랜드힐",부산진구,양정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,69.3,75.8,71.6,38.2,63.7,63.6,60.2,64.7
26230-2067,"시티파크",부산진구,개금동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,75.6,72.0,60.6,49.7,64.5,65.2,62.8,65.4
26230-1890,"홍림로즈빌",부산진구,당감동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,70.2,62.0,44.2,43.8,55.0,56.3,54.1,56.0
26230-259,"청보",부산진구,양정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,73.6,70.1,73.0,36.9,63.4,63.4,59.9,64.5
26230-227,"협성베스트하우스",부산진구,초읍동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,33.4,,,,
26230-2138,"홍림세르빌",부산진구,당감동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,69.4,,,,
26230-153,"성림타워",부산진구,범천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,56.4,58.7,53.0,40.5,52.1,52.3,50.6,52.7
26230-44,"선경",부산진구,초읍동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,22.4,45.4,70.5,40.8,44.8,42.4,43.0,44.0
26230-2,"부영",부산진구,부전동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,12.0,,,,
26230-2529,"스윗팰리스",부산진구,전포동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,80.8,,,,
26230-214,"코이노빌",부산진구,부전동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,51.4,,,,
26230-262,"새한아트빌",부산진구,전포동,IDENTITY_MEDIUM,COORD_HIGH,SCORE_AVAILABLE,1.00,85.0,60.8,69.0,49.6,66.1,66.9,64.6,67.1
26230-2849,"시청역중앙하이츠",부산진구,양정동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,93.0,,,,
26230-186,"골드스카이80",부산진구,당감동,IDENTITY_UNRESOLVED,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,49.6,,,,
26350-129,"상록",해운대구,좌동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,56.9,69.4,81.8,58.4,66.6,65.4,64.9,66.4
26230-16,"일산(317-40)",부산진구,전포동,IDENTITY_LOW,COORD_HIGH,SCORE_AVAILABLE,1.00,48.7,36.4,47.3,16.0,37.1,37.2,34.5,38.0
